sku;name;preparation;description;duration;biomaterial
17.57.A45;Кунжут IgG, F10;Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Выявление иммуноглобулинов G (антител класса IgG) к конкретному аллергену (технологическая платформа - Immulite). 
Диагностическая значимость выявления антител класса IgG к аллергенам до конца не определена. Иммуноглобулины G к аллергенам могут играть роль нейтрализующих аллерген антител. После успешно проведенной АСИТ (аллерген специфической иммунотерапии) обычно повышается уровень специфических антител IgG к тому или иному аллергену и при этом уменьшается выраженность проявления симптомов аллергии. В любом случае, выявление определенного уровня антител класса IgG к аллергену в крови говорит о наличии контакта с данным аллергеном и ответной реакции иммунной системы обследуемого на этот контакт. Повышенный уровень антител подкласса IgG4 к пищевым продуктам, входящих в числе прочих подклассов в общий пул иммуноглобулинов G может быть связан с наличием пищевой непереносимости. В связи с ограниченной диагностической значимостью, назначение и интерпретация результатов данного теста находятся в компетенции лечащего врача.";1;сыворотка
17.54.A33;Куриное мясо IgG, F83;Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Выявление иммуноглобулинов G (антител класса IgG) к конкретному аллергену (технологическая платформа - Immulite). 
Диагностическая значимость выявления антител класса IgG к аллергенам до конца не определена. Иммуноглобулины G к аллергенам могут играть роль нейтрализующих аллерген антител. После успешно проведенной АСИТ (аллерген специфической иммунотерапии) обычно повышается уровень специфических антител IgG к тому или иному аллергену и при этом уменьшается выраженность проявления симптомов аллергии. В любом случае, выявление определенного уровня антител класса IgG к аллергену в крови говорит о наличии контакта с данным аллергеном и ответной реакции иммунной системы обследуемого на этот контакт. Повышенный уровень антител подкласса IgG4 к пищевым продуктам, входящих в числе прочих подклассов в общий пул иммуноглобулинов G может быть связан с наличием пищевой непереносимости. В связи с ограниченной диагностической значимостью, назначение и интерпретация результатов данного теста находятся в компетенции лечащего врача.";1;сыворотка
17.57.A91;Лавровый лист IgG, F278 ;Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Выявление иммуноглобулинов G (антител класса IgG) к конкретному аллергену (технологическая платформа - Immulite). 
Диагностическая значимость выявления антител класса IgG к аллергенам до конца не определена. Иммуноглобулины G к аллергенам могут играть роль нейтрализующих аллерген антител. После успешно проведенной АСИТ (аллерген специфической иммунотерапии) обычно повышается уровень специфических антител IgG к тому или иному аллергену и при этом уменьшается выраженность проявления симптомов аллергии. В любом случае, выявление определенного уровня антител класса IgG к аллергену в крови говорит о наличии контакта с данным аллергеном и ответной реакции иммунной системы обследуемого на этот контакт. Повышенный уровень антител подкласса IgG4 к пищевым продуктам, входящих в числе прочих подклассов в общий пул иммуноглобулинов G может быть связан с наличием пищевой непереносимости. В связи с ограниченной диагностической значимостью, назначение и интерпретация результатов данного теста находятся в компетенции лечащего врача.";1;сыворотка
17.50.A116;Лимон IgG, F208;Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Выявление иммуноглобулинов G (антител класса IgG) к конкретному аллергену (технологическая платформа - Immulite). 
Диагностическая значимость выявления антител класса IgG к аллергенам до конца не определена. Иммуноглобулины G к аллергенам могут играть роль нейтрализующих аллерген антител. После успешно проведенной АСИТ (аллерген специфической иммунотерапии) обычно повышается уровень специфических антител IgG к тому или иному аллергену и при этом уменьшается выраженность проявления симптомов аллергии. В любом случае, выявление определенного уровня антител класса IgG к аллергену в крови говорит о наличии контакта с данным аллергеном и ответной реакции иммунной системы обследуемого на этот контакт. Повышенный уровень антител подкласса IgG4 к пищевым продуктам, входящих в числе прочих подклассов в общий пул иммуноглобулинов G может быть связан с наличием пищевой непереносимости. В связи с ограниченной диагностической значимостью, назначение и интерпретация результатов данного теста находятся в компетенции лечащего врача.";1;сыворотка
17.56.A23;Лобстер (омар) IgG, F80;Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Выявление иммуноглобулинов G (антител класса IgG) к конкретному аллергену (технологическая платформа - Immulite). 
Диагностическая значимость выявления антител класса IgG к аллергенам до конца не определена. Иммуноглобулины G к аллергенам могут играть роль нейтрализующих аллерген антител. После успешно проведенной АСИТ (аллерген специфической иммунотерапии) обычно повышается уровень специфических антител IgG к тому или иному аллергену и при этом уменьшается выраженность проявления симптомов аллергии. В любом случае, выявление определенного уровня антител класса IgG к аллергену в крови говорит о наличии контакта с данным аллергеном и ответной реакции иммунной системы обследуемого на этот контакт. Повышенный уровень антител подкласса IgG4 к пищевым продуктам, входящих в числе прочих подклассов в общий пул иммуноглобулинов G может быть связан с наличием пищевой непереносимости. В связи с ограниченной диагностической значимостью, назначение и интерпретация результатов данного теста находятся в компетенции лечащего врача.";1;сыворотка
17.56.A15;Лосось IgG, F41;Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Выявление иммуноглобулинов G (антител класса IgG) к конкретному аллергену (технологическая платформа - Immulite). 
Диагностическая значимость выявления антител класса IgG к аллергенам до конца не определена. Иммуноглобулины G к аллергенам могут играть роль нейтрализующих аллерген антител. После успешно проведенной АСИТ (аллерген специфической иммунотерапии) обычно повышается уровень специфических антител IgG к тому или иному аллергену и при этом уменьшается выраженность проявления симптомов аллергии. В любом случае, выявление определенного уровня антител класса IgG к аллергену в крови говорит о наличии контакта с данным аллергеном и ответной реакции иммунной системы обследуемого на этот контакт. Повышенный уровень антител подкласса IgG4 к пищевым продуктам, входящих в числе прочих подклассов в общий пул иммуноглобулинов G может быть связан с наличием пищевой непереносимости. В связи с ограниченной диагностической значимостью, назначение и интерпретация результатов данного теста находятся в компетенции лечащего врача.";1;сыворотка
17.51.A84;Лук IgG, F48;Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Выявление иммуноглобулинов G (антител класса IgG) к конкретному аллергену (технологическая платформа - Immulite). 
Диагностическая значимость выявления антител класса IgG к аллергенам до конца не определена. Иммуноглобулины G к аллергенам могут играть роль нейтрализующих аллерген антител. После успешно проведенной АСИТ (аллерген специфической иммунотерапии) обычно повышается уровень специфических антител IgG к тому или иному аллергену и при этом уменьшается выраженность проявления симптомов аллергии. В любом случае, выявление определенного уровня антител класса IgG к аллергену в крови говорит о наличии контакта с данным аллергеном и ответной реакции иммунной системы обследуемого на этот контакт. Повышенный уровень антител подкласса IgG4 к пищевым продуктам, входящих в числе прочих подклассов в общий пул иммуноглобулинов G может быть связан с наличием пищевой непереносимости. В связи с ограниченной диагностической значимостью, назначение и интерпретация результатов данного теста находятся в компетенции лечащего врача.";1;сыворотка
17.50.A118;Манго IgG, F91 ;Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Выявление иммуноглобулинов G (антител класса IgG) к конкретному аллергену (технологическая платформа - Immulite). 
Диагностическая значимость выявления антител класса IgG к аллергенам до конца не определена. Иммуноглобулины G к аллергенам могут играть роль нейтрализующих аллерген антител. После успешно проведенной АСИТ (аллерген специфической иммунотерапии) обычно повышается уровень специфических антител IgG к тому или иному аллергену и при этом уменьшается выраженность проявления симптомов аллергии. В любом случае, выявление определенного уровня антител класса IgG к аллергену в крови говорит о наличии контакта с данным аллергеном и ответной реакции иммунной системы обследуемого на этот контакт. Повышенный уровень антител подкласса IgG4 к пищевым продуктам, входящих в числе прочих подклассов в общий пул иммуноглобулинов G может быть связан с наличием пищевой непереносимости. В связи с ограниченной диагностической значимостью, назначение и интерпретация результатов данного теста находятся в компетенции лечащего врача.";1;сыворотка
17.57.A127;Масло подсолнечное IgG, K84;Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Выявление иммуноглобулинов G (антител класса IgG) к конкретному аллергену (технологическая платформа - Immulite). 
Диагностическая значимость выявления антител класса IgG к аллергенам до конца не определена. Иммуноглобулины G к аллергенам могут играть роль нейтрализующих аллерген антител. После успешно проведенной АСИТ (аллерген специфической иммунотерапии) обычно повышается уровень специфических антител IgG к тому или иному аллергену и при этом уменьшается выраженность проявления симптомов аллергии. В любом случае, выявление определенного уровня антител класса IgG к аллергену в крови говорит о наличии контакта с данным аллергеном и ответной реакции иммунной системы обследуемого на этот контакт. Повышенный уровень антител подкласса IgG4 к пищевым продуктам, входящих в числе прочих подклассов в общий пул иммуноглобулинов G может быть связан с наличием пищевой непереносимости. В связи с ограниченной диагностической значимостью, назначение и интерпретация результатов данного теста находятся в компетенции лечащего врача.";1;сыворотка
17.56.A24;Мидия IgG, F37;Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Выявление иммуноглобулинов G (антител класса IgG) к конкретному аллергену (технологическая платформа - Immulite). 
Диагностическая значимость выявления антител класса IgG к аллергенам до конца не определена. Иммуноглобулины G к аллергенам могут играть роль нейтрализующих аллерген антител. После успешно проведенной АСИТ (аллерген специфической иммунотерапии) обычно повышается уровень специфических антител IgG к тому или иному аллергену и при этом уменьшается выраженность проявления симптомов аллергии. В любом случае, выявление определенного уровня антител класса IgG к аллергену в крови говорит о наличии контакта с данным аллергеном и ответной реакции иммунной системы обследуемого на этот контакт. Повышенный уровень антител подкласса IgG4 к пищевым продуктам, входящих в числе прочих подклассов в общий пул иммуноглобулинов G может быть связан с наличием пищевой непереносимости. В связи с ограниченной диагностической значимостью, назначение и интерпретация результатов данного теста находятся в компетенции лечащего врача.";1;сыворотка
17.53.A59;Миндаль IgG, F20;Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Выявление иммуноглобулинов G (антител класса IgG) к конкретному аллергену (технологическая платформа - Immulite). 
Диагностическая значимость выявления антител класса IgG к аллергенам до конца не определена. Иммуноглобулины G к аллергенам могут играть роль нейтрализующих аллерген антител. После успешно проведенной АСИТ (аллерген специфической иммунотерапии) обычно повышается уровень специфических антител IgG к тому или иному аллергену и при этом уменьшается выраженность проявления симптомов аллергии. В любом случае, выявление определенного уровня антител класса IgG к аллергену в крови говорит о наличии контакта с данным аллергеном и ответной реакции иммунной системы обследуемого на этот контакт. Повышенный уровень антител подкласса IgG4 к пищевым продуктам, входящих в числе прочих подклассов в общий пул иммуноглобулинов G может быть связан с наличием пищевой непереносимости. В связи с ограниченной диагностической значимостью, назначение и интерпретация результатов данного теста находятся в компетенции лечащего врача.";1;сыворотка
17.55.A7;Молоко кипяченое IgG, F231;Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Выявление иммуноглобулинов G (антител класса IgG) к конкретному аллергену (технологическая платформа - Immulite). 
Диагностическая значимость выявления антител класса IgG к аллергенам до конца не определена. Иммуноглобулины G к аллергенам могут играть роль нейтрализующих аллерген антител. После успешно проведенной АСИТ (аллерген специфической иммунотерапии) обычно повышается уровень специфических антител IgG к тому или иному аллергену и при этом уменьшается выраженность проявления симптомов аллергии. В любом случае, выявление определенного уровня антител класса IgG к аллергену в крови говорит о наличии контакта с данным аллергеном и ответной реакции иммунной системы обследуемого на этот контакт. Повышенный уровень антител подкласса IgG4 к пищевым продуктам, входящих в числе прочих подклассов в общий пул иммуноглобулинов G может быть связан с наличием пищевой непереносимости. В связи с ограниченной диагностической значимостью, назначение и интерпретация результатов данного теста находятся в компетенции лечащего врача.";1;сыворотка
17.55.A6;Молоко коровье IgG, F2;Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Выявление иммуноглобулинов G (антител класса IgG) к конкретному аллергену (технологическая платформа - Immulite). 
Диагностическая значимость выявления антител класса IgG к аллергенам до конца не определена. Иммуноглобулины G к аллергенам могут играть роль нейтрализующих аллерген антител. После успешно проведенной АСИТ (аллерген специфической иммунотерапии) обычно повышается уровень специфических антител IgG к тому или иному аллергену и при этом уменьшается выраженность проявления симптомов аллергии. В любом случае, выявление определенного уровня антител класса IgG к аллергену в крови говорит о наличии контакта с данным аллергеном и ответной реакции иммунной системы обследуемого на этот контакт. Повышенный уровень антител подкласса IgG4 к пищевым продуктам, входящих в числе прочих подклассов в общий пул иммуноглобулинов G может быть связан с наличием пищевой непереносимости. В связи с ограниченной диагностической значимостью, назначение и интерпретация результатов данного теста находятся в компетенции лечащего врача.";1;сыворотка
17.51.A74;Морковь IgG, F31;Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Выявление иммуноглобулинов G (антител класса IgG) к конкретному аллергену (технологическая платформа - Immulite). 
Диагностическая значимость выявления антител класса IgG к аллергенам до конца не определена. Иммуноглобулины G к аллергенам могут играть роль нейтрализующих аллерген антител. После успешно проведенной АСИТ (аллерген специфической иммунотерапии) обычно повышается уровень специфических антител IgG к тому или иному аллергену и при этом уменьшается выраженность проявления симптомов аллергии. В любом случае, выявление определенного уровня антител класса IgG к аллергену в крови говорит о наличии контакта с данным аллергеном и ответной реакции иммунной системы обследуемого на этот контакт. Повышенный уровень антител подкласса IgG4 к пищевым продуктам, входящих в числе прочих подклассов в общий пул иммуноглобулинов G может быть связан с наличием пищевой непереносимости. В связи с ограниченной диагностической значимостью, назначение и интерпретация результатов данного теста находятся в компетенции лечащего врача.";1;сыворотка
17.59.A36;Мука гречневая IgG, F11;Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Выявление иммуноглобулинов G (антител класса IgG) к конкретному аллергену (технологическая платформа - Immulite). 
Диагностическая значимость выявления антител класса IgG к аллергенам до конца не определена. Иммуноглобулины G к аллергенам могут играть роль нейтрализующих аллерген антител. После успешно проведенной АСИТ (аллерген специфической иммунотерапии) обычно повышается уровень специфических антител IgG к тому или иному аллергену и при этом уменьшается выраженность проявления симптомов аллергии. В любом случае, выявление определенного уровня антител класса IgG к аллергену в крови говорит о наличии контакта с данным аллергеном и ответной реакции иммунной системы обследуемого на этот контакт. Повышенный уровень антител подкласса IgG4 к пищевым продуктам, входящих в числе прочих подклассов в общий пул иммуноглобулинов G может быть связан с наличием пищевой непереносимости. В связи с ограниченной диагностической значимостью, назначение и интерпретация результатов данного теста находятся в компетенции лечащего врача.";1;сыворотка
17.59.A37;Мука кукурузная IgG, F8;Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Выявление иммуноглобулинов G (антител класса IgG) к конкретному аллергену (технологическая платформа - Immulite). 
Диагностическая значимость выявления антител класса IgG к аллергенам до конца не определена. Иммуноглобулины G к аллергенам могут играть роль нейтрализующих аллерген антител. После успешно проведенной АСИТ (аллерген специфической иммунотерапии) обычно повышается уровень специфических антител IgG к тому или иному аллергену и при этом уменьшается выраженность проявления симптомов аллергии. В любом случае, выявление определенного уровня антител класса IgG к аллергену в крови говорит о наличии контакта с данным аллергеном и ответной реакции иммунной системы обследуемого на этот контакт. Повышенный уровень антител подкласса IgG4 к пищевым продуктам, входящих в числе прочих подклассов в общий пул иммуноглобулинов G может быть связан с наличием пищевой непереносимости. В связи с ограниченной диагностической значимостью, назначение и интерпретация результатов данного теста находятся в компетенции лечащего врача.";1;сыворотка
17.59.A38;Мука овсяная IgG, F7 ;Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Выявление иммуноглобулинов G (антител класса IgG) к конкретному аллергену (технологическая платформа - Immulite). 
Диагностическая значимость выявления антител класса IgG к аллергенам до конца не определена. Иммуноглобулины G к аллергенам могут играть роль нейтрализующих аллерген антител. После успешно проведенной АСИТ (аллерген специфической иммунотерапии) обычно повышается уровень специфических антител IgG к тому или иному аллергену и при этом уменьшается выраженность проявления симптомов аллергии. В любом случае, выявление определенного уровня антител класса IgG к аллергену в крови говорит о наличии контакта с данным аллергеном и ответной реакции иммунной системы обследуемого на этот контакт. Повышенный уровень антител подкласса IgG4 к пищевым продуктам, входящих в числе прочих подклассов в общий пул иммуноглобулинов G может быть связан с наличием пищевой непереносимости. В связи с ограниченной диагностической значимостью, назначение и интерпретация результатов данного теста находятся в компетенции лечащего врача.";1;сыворотка
17.59.A39;Мука пшеничная IgG, F4;Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Выявление иммуноглобулинов G (антител класса IgG) к конкретному аллергену (технологическая платформа - Immulite). 
Диагностическая значимость выявления антител класса IgG к аллергенам до конца не определена. Иммуноглобулины G к аллергенам могут играть роль нейтрализующих аллерген антител. После успешно проведенной АСИТ (аллерген специфической иммунотерапии) обычно повышается уровень специфических антител IgG к тому или иному аллергену и при этом уменьшается выраженность проявления симптомов аллергии. В любом случае, выявление определенного уровня антител класса IgG к аллергену в крови говорит о наличии контакта с данным аллергеном и ответной реакции иммунной системы обследуемого на этот контакт. Повышенный уровень антител подкласса IgG4 к пищевым продуктам, входящих в числе прочих подклассов в общий пул иммуноглобулинов G может быть связан с наличием пищевой непереносимости. В связи с ограниченной диагностической значимостью, назначение и интерпретация результатов данного теста находятся в компетенции лечащего врача.";1;сыворотка
17.59.A40;Мука ржаная IgG, F5;Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Выявление иммуноглобулинов G (антител класса IgG) к конкретному аллергену (технологическая платформа - Immulite). 
Диагностическая значимость выявления антител класса IgG к аллергенам до конца не определена. Иммуноглобулины G к аллергенам могут играть роль нейтрализующих аллерген антител. После успешно проведенной АСИТ (аллерген специфической иммунотерапии) обычно повышается уровень специфических антител IgG к тому или иному аллергену и при этом уменьшается выраженность проявления симптомов аллергии. В любом случае, выявление определенного уровня антител класса IgG к аллергену в крови говорит о наличии контакта с данным аллергеном и ответной реакции иммунной системы обследуемого на этот контакт. Повышенный уровень антител подкласса IgG4 к пищевым продуктам, входящих в числе прочих подклассов в общий пул иммуноглобулинов G может быть связан с наличием пищевой непереносимости. В связи с ограниченной диагностической значимостью, назначение и интерпретация результатов данного теста находятся в компетенции лечащего врача.";1;сыворотка
17.59.A41;Мука ячменная IgG, F6;Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Выявление иммуноглобулинов G (антител класса IgG) к конкретному аллергену (технологическая платформа - Immulite). 
Диагностическая значимость выявления антител класса IgG к аллергенам до конца не определена. Иммуноглобулины G к аллергенам могут играть роль нейтрализующих аллерген антител. После успешно проведенной АСИТ (аллерген специфической иммунотерапии) обычно повышается уровень специфических антител IgG к тому или иному аллергену и при этом уменьшается выраженность проявления симптомов аллергии. В любом случае, выявление определенного уровня антител класса IgG к аллергену в крови говорит о наличии контакта с данным аллергеном и ответной реакции иммунной системы обследуемого на этот контакт. Повышенный уровень антител подкласса IgG4 к пищевым продуктам, входящих в числе прочих подклассов в общий пул иммуноглобулинов G может быть связан с наличием пищевой непереносимости. В связи с ограниченной диагностической значимостью, назначение и интерпретация результатов данного теста находятся в компетенции лечащего врача.";1;сыворотка
17.57.A94;Мята IgG, F405;Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Выявление иммуноглобулинов G (антител класса IgG) к конкретному аллергену (технологическая платформа - Immulite). 
Диагностическая значимость выявления антител класса IgG к аллергенам до конца не определена. Иммуноглобулины G к аллергенам могут играть роль нейтрализующих аллерген антител. После успешно проведенной АСИТ (аллерген специфической иммунотерапии) обычно повышается уровень специфических антител IgG к тому или иному аллергену и при этом уменьшается выраженность проявления симптомов аллергии. В любом случае, выявление определенного уровня антител класса IgG к аллергену в крови говорит о наличии контакта с данным аллергеном и ответной реакции иммунной системы обследуемого на этот контакт. Повышенный уровень антител подкласса IgG4 к пищевым продуктам, входящих в числе прочих подклассов в общий пул иммуноглобулинов G может быть связан с наличием пищевой непереносимости. В связи с ограниченной диагностической значимостью, назначение и интерпретация результатов данного теста находятся в компетенции лечащего врача.";1;сыворотка
